../Instances/CVRP/Instance_S_10_01.txt;2;31234;0.000206
../Instances/CVRP/Instance_S_10_01.txt;2;31117;0.008221
../Instances/CVRP/Instance_S_10_01.txt;2;31089;0.011096
../Instances/CVRP/Instance_S_10_01.txt;2;31058;0.013067
../Instances/CVRP/Instance_S_10_01.txt;2;30727;0.013486
../Instances/CVRP/Instance_S_10_01.txt;2;30224;0.013533
../Instances/CVRP/Instance_S_10_01.txt;2;30199;0.032629
../Instances/CVRP/Instance_S_10_01.txt;2;29787;0.032808
../Instances/CVRP/Instance_S_10_01.txt;2;29688;0.048179
../Instances/CVRP/Instance_S_10_01.txt;2;29656;0.053751
