Instancia;Run;Tempo(s);CustoFinal;Target;AtingiuTarget?
Instance_S_20_01.txt;2;9.99;11719.00;11294;Nao
Instance_S_20_01.txt;3;9.98;11712.00;11294;Nao
Instance_S_20_02.txt;1;9.99;9813.00;9383;Nao
Instance_S_20_02.txt;2;9.98;10765.00;9383;Nao
Instance_S_20_02.txt;3;9.99;10152.00;9383;Nao
Instance_S_20_03.txt;1;10.00;9491.00;8602;Nao
Instance_S_20_03.txt;2;9.99;9801.00;8602;Nao
Instance_S_20_03.txt;3;9.98;9491.00;8602;Nao
Instance_S_20_04.txt;1;9.98;12247.00;11193;Nao
Instance_S_20_04.txt;2;9.98;11841.00;11193;Nao
Instance_S_20_04.txt;3;9.98;12437.00;11193;Nao
Instance_S_20_05.txt;1;7.81244;12452;12452;Sim
Instance_S_20_05.txt;2;5.206;12452;12452;Sim
Instance_S_20_05.txt;3;8.78649;12452;12452;Sim
Instance_S_22_01.txt;1;9.98;11329.00;10812;Nao
Instance_S_22_01.txt;2;9.99;11329.00;10812;Nao
Instance_S_22_01.txt;3;9.98;11329.00;10812;Nao
Instance_S_22_02.txt;1;9.98;12953.00;11440;Nao
Instance_S_22_02.txt;2;9.98;13078.00;11440;Nao
Instance_S_22_02.txt;3;10.00;12950.00;11440;Nao
Instance_S_22_03.txt;1;10.00;12028.00;11173;Nao
Instance_S_22_03.txt;2;9.99;12002.00;11173;Nao
Instance_S_22_03.txt;3;9.99;12002.00;11173;Nao
Instance_S_22_04.txt;1;9.99;12131.00;10660;Nao
Instance_S_22_04.txt;2;9.99;11934.00;10660;Nao
Instance_S_22_04.txt;3;9.98;12573.00;10660;Nao
Instance_S_22_05.txt;1;10.00;13092.00;11787;Nao
Instance_S_22_05.txt;2;10.00;12897.00;11787;Nao
Instance_S_22_05.txt;3;9.99;13092.00;11787;Nao
Instance_S_24_01.txt;1;9.98;12666.00;11795;Nao
Instance_S_24_01.txt;2;9.98;12666.00;11795;Nao
Instance_S_24_01.txt;3;9.99;12666.00;11795;Nao
Instance_S_24_02.txt;1;9.98;12785.00;11156;Nao
Instance_S_24_02.txt;2;10.00;12785.00;11156;Nao
Instance_S_24_02.txt;3;9.98;12997.00;11156;Nao
Instance_S_24_03.txt;1;9.99;11246.00;10374;Nao
Instance_S_24_03.txt;2;10.00;11030.00;10374;Nao
Instance_S_24_03.txt;3;9.99;11867.00;10374;Nao
Instance_S_24_04.txt;1;9.99;12022.00;10857;Nao
Instance_S_24_04.txt;2;9.98;12022.00;10857;Nao
Instance_S_24_04.txt;3;9.99;13111.00;10857;Nao
Instance_S_24_05.txt;1;9.99;10116.00;8922;Nao
Instance_S_24_05.txt;2;9.99;10116.00;8922;Nao
Instance_S_24_05.txt;3;9.99;10116.00;8922;Nao
Instance_S_50_01.txt;1;9.99;20028.00;15963;Nao
Instance_S_50_01.txt;2;10.00;20685.00;15963;Nao
Instance_S_50_01.txt;3;9.98;19968.00;15963;Nao
Instance_S_50_02.txt;1;10.00;18128.00;14606;Nao
Instance_S_50_02.txt;2;9.99;17651.00;14606;Nao
Instance_S_50_02.txt;3;9.98;19174.00;14606;Nao
Instance_S_50_03.txt;1;9.99;20072.00;15781;Nao
Instance_S_50_03.txt;2;10.00;20973.00;15781;Nao
Instance_S_50_03.txt;3;9.98;21558.00;15781;Nao
Instance_S_50_04.txt;1;10.00;19717.00;15614;Nao
Instance_S_50_04.txt;2;10.00;18928.00;15614;Nao
Instance_S_50_04.txt;3;9.98;18760.00;15614;Nao
